_step,train/global_step,profiling/Time taken: GRPOTrainer._calculate_rewards,profiling/Time taken: GRPOTrainer.connections_reward,train/epoch,train/frac_reward_zero_std,train/reward,train/reward_std,train/rewards/connections_reward/mean,train/rewards/connections_reward/std
2452,85,,,,,,,,
2453,85,,,,,,,,
2454,85,,,,,,,,
2455,85,,0.0008175180009857286,,,,,,
2456,85,0.0019275960003142245,,,,,,,
2457,85,,,,,,,,
2458,85,,,,,,,,
2459,85,,,,,,,,
2460,85,,,,,,,,
2461,85,,,,,,,,
2462,85,,,,,,,,
2463,85,,,,,,,,
2464,85,,,,,,,,
2465,85,,,,,,,,
2466,85,,,,,,,,
2467,85,,,,,,,,
2468,85,,,,,,,,
2469,85,,,,,,,,
2470,85,,,,,,,,
2471,85,,,,,,,,
2472,85,,,,,,,,
2473,85,,,,,,,,
2474,85,,,,,,,,
2475,85,,,,,,,,
2476,85,,,,,,,,
2477,85,,,,,,,,
2478,85,,,,,,,,
2479,85,,,,,,,,
2480,85,,,,,,,,
2481,85,,,,,,,,
2482,85,,,,,,,,
2483,85,,0.0006484210007329239,,,,,,
2484,85,0.0015318759997171583,,,,,,,
2485,85,,,,,,,,
2486,85,,,,,,,,
2487,85,,,,,,,,
2488,85,,,,,,,,
2489,85,,,,,,,,
2490,85,,,,,,,,
2491,85,,,,,,,,
2492,85,,,,,,,,
2493,85,,,,,,,,
2494,85,,,,,,,,
2495,85,,,,,,,,
2496,85,,,,,,,,
2497,85,,,,,,,,
2498,85,,,,,,,,
2499,85,,,,,,,,
2500,85,,,,,,,,
2501,85,,,,,,,,
2502,85,,,,,,,,
2503,85,,,,,,,,
2504,85,,,,,,,,
2505,85,,,,,,,,
2506,85,,,,,,,,
2507,85,,,,,,,,
2508,85,,,,,,,,
2509,85,,,,,,,,
2510,85,,,,,,,,
2511,85,,0.000745191000532941,,,,,,
2512,85,0.0016789109995443141,,,,,,,
2513,85,,,,,,,,
2514,85,,,,,,,,
2515,85,,,,,,,,
2516,85,,,,,,,,
2517,85,,,,,,,,
2518,85,,,,,,,,
2519,85,,,,,,,,
2520,85,,,,,,,,
2521,85,,,,,,,,
2522,85,,,,,,,,
2523,85,,,,,,,,
2524,85,,,,,,,,
2525,85,,,,,,,,
2526,85,,,,,,,,
2527,85,,,,,,,,
2528,85,,,,,,,,
2529,85,,,,,,,,
2530,85,,,,,,,,
2531,85,,,,,,,,
2532,85,,,,,,,,
2533,85,,,,,,,,
2534,85,,,,,,,,
2535,85,,,,,,,,
2536,85,,,,,,,,
2537,90,,,0.22332506203473945,0,0.6918750047683716,0.5147703051567077,0.6918750047683716,0.5147703051567077
2538,90,,,,,,,,
2539,90,,,,,,,,
2540,90,,0.0006937430007383227,,,,,,
2541,90,0.0016488390010636067,,,,,,,
2542,90,,,,,,,,
2543,90,,,,,,,,
2544,90,,,,,,,,
2545,90,,,,,,,,
2546,90,,,,,,,,
2547,90,,,,,,,,
2548,90,,,,,,,,
2549,90,,,,,,,,
2550,90,,,,,,,,
2551,90,,,,,,,,
2552,90,,,,,,,,
2553,90,,,,,,,,
2554,90,,,,,,,,
2555,90,,,,,,,,
2556,90,,,,,,,,
2557,90,,,,,,,,
2558,90,,,,,,,,
2559,90,,,,,,,,
2560,90,,,,,,,,
2561,90,,,,,,,,
2562,90,,,,,,,,
2563,90,,,,,,,,
2564,90,,,,,,,,
2565,90,,,,,,,,
2566,90,,,,,,,,
2567,90,,,,,,,,
2568,90,,0.0007166369996411959,,,,,,
2569,90,0.0015713430002506357,,,,,,,
2570,90,,,,,,,,
2571,90,,,,,,,,
2572,90,,,,,,,,
2573,90,,,,,,,,
2574,90,,,,,,,,
2575,90,,,,,,,,
2576,90,,,,,,,,
2577,90,,,,,,,,
2578,90,,,,,,,,
2579,90,,,,,,,,
2580,90,,,,,,,,
2581,90,,,,,,,,
2582,90,,,,,,,,
2583,90,,,,,,,,
2584,90,,,,,,,,
2585,90,,,,,,,,
2586,90,,,,,,,,
2587,90,,,,,,,,
2588,90,,,,,,,,
2589,90,,,,,,,,
2590,90,,,,,,,,
2591,90,,,,,,,,
2592,90,,,,,,,,
2593,90,,,,,,,,
2594,90,,,,,,,,
2595,90,,,,,,,,
2596,90,,0.0008058240000536898,,,,,,
2597,90,0.0017053379997378215,,,,,,,
2598,90,,,,,,,,
2599,90,,,,,,,,
2600,90,,,,,,,,
2601,90,,,,,,,,
2602,90,,,,,,,,
2603,90,,,,,,,,
2604,90,,,,,,,,
2605,90,,,,,,,,
2606,90,,,,,,,,
2607,90,,,,,,,,
2608,90,,,,,,,,
2609,90,,,,,,,,
2610,90,,,,,,,,
2611,90,,,,,,,,
2612,90,,,,,,,,
2613,90,,,,,,,,
2614,90,,,,,,,,
2615,90,,,,,,,,
2616,90,,,,,,,,
2617,90,,,,,,,,
2618,90,,,,,,,,
2619,90,,,,,,,,
2620,90,,,,,,,,
2621,90,,,,,,,,
2622,90,,,,,,,,
2623,90,,,,,,,,
2624,90,,0.000781682998422184,,,,,,
2625,90,0.0018530630004534032,,,,,,,
2626,90,,,,,,,,
2627,90,,,,,,,,
2628,90,,,,,,,,
2629,90,,,,,,,,
2630,90,,,,,,,,
2631,90,,,,,,,,
2632,90,,,,,,,,
2633,90,,,,,,,,
2634,90,,,,,,,,
2635,90,,,,,,,,
2636,90,,,,,,,,
2637,90,,,,,,,,
2638,90,,,,,,,,
2639,90,,,,,,,,
2640,90,,,,,,,,
2641,90,,,,,,,,
2642,90,,,,,,,,
2643,90,,,,,,,,
2644,90,,,,,,,,
2645,90,,,,,,,,
2646,90,,,,,,,,
2647,90,,,,,,,,
2648,90,,,,,,,,
2649,90,,,,,,,,
2650,90,,,,,,,,
2651,90,,,,,,,,
2652,90,,0.000705305001247325,,,,,,
2653,90,0.001649515999815776,,,,,,,
2654,90,,,,,,,,
2655,90,,,,,,,,
2656,90,,,,,,,,
2657,90,,,,,,,,
2658,90,,,,,,,,
2659,90,,,,,,,,
2660,90,,,,,,,,
2661,90,,,,,,,,
2662,90,,,,,,,,
2663,90,,,,,,,,
2664,90,,,,,,,,
2665,90,,,,,,,,
2666,90,,,,,,,,
2667,90,,,,,,,,
2668,90,,,,,,,,
2669,90,,,,,,,,
2670,90,,,,,,,,
2671,90,,,,,,,,
2672,90,,,,,,,,
2673,90,,,,,,,,
2674,90,,,,,,,,
2675,90,,,,,,,,
2676,90,,,,,,,,
2677,90,,,,,,,,
2678,95,,,0.23573200992555832,0.2,0.943749976158142,0.5914143919944763,0.943749976158142,0.5914143919944763
2679,95,,,,,,,,
2680,95,,,,,,,,
2681,95,,0.0008149929999490269,,,,,,
2682,95,0.001613937000001897,,,,,,,
2683,95,,,,,,,,
2684,95,,,,,,,,
2685,95,,,,,,,,
2686,95,,,,,,,,
2687,95,,,,,,,,
2688,95,,,,,,,,
2689,95,,,,,,,,
2690,95,,,,,,,,
2691,95,,,,,,,,
2692,95,,,,,,,,
2693,95,,,,,,,,
2694,95,,,,,,,,
2695,95,,,,,,,,
2696,95,,,,,,,,
2697,95,,,,,,,,
2698,95,,,,,,,,
2699,95,,,,,,,,
2700,95,,,,,,,,
2701,95,,,,,,,,
2702,95,,,,,,,,
2703,95,,,,,,,,
2704,95,,,,,,,,
2705,95,,,,,,,,
2706,95,,,,,,,,
2707,95,,,,,,,,
2708,95,,,,,,,,
2709,95,,0.0006660399994871113,,,,,,
2710,95,0.0015336030010075774,,,,,,,
2711,95,,,,,,,,
2712,95,,,,,,,,
2713,95,,,,,,,,
2714,95,,,,,,,,
2715,95,,,,,,,,
2716,95,,,,,,,,
2717,95,,,,,,,,
2718,95,,,,,,,,
2719,95,,,,,,,,
2720,95,,,,,,,,
2721,95,,,,,,,,
2722,95,,,,,,,,
2723,95,,,,,,,,
2724,95,,,,,,,,
2725,95,,,,,,,,
2726,95,,,,,,,,
2727,95,,,,,,,,
2728,95,,,,,,,,
2729,95,,,,,,,,
2730,95,,,,,,,,
2731,95,,,,,,,,
2732,95,,,,,,,,
2733,95,,,,,,,,
2734,95,,,,,,,,
2735,95,,,,,,,,
2736,95,,,,,,,,
2737,95,,0.0006802200005040504,,,,,,
2738,95,0.0016209690002142452,,,,,,,
2739,95,,,,,,,,
2740,95,,,,,,,,
2741,95,,,,,,,,
2742,95,,,,,,,,
2743,95,,,,,,,,
2744,95,,,,,,,,
2745,95,,,,,,,,
2746,95,,,,,,,,
2747,95,,,,,,,,
2748,95,,,,,,,,
2749,95,,,,,,,,
2750,95,,,,,,,,
2751,95,,,,,,,,
2752,95,,,,,,,,
2753,95,,,,,,,,
2754,95,,,,,,,,
2755,95,,,,,,,,
2756,95,,,,,,,,
2757,95,,,,,,,,
2758,95,,,,,,,,
2759,95,,,,,,,,
2760,95,,,,,,,,
2761,95,,,,,,,,
2762,95,,,,,,,,
2763,95,,,,,,,,
2764,95,,,,,,,,
2765,95,,0.0006853150007373188,,,,,,
2766,95,0.0015493600003537722,,,,,,,
2767,95,,,,,,,,
2768,95,,,,,,,,
2769,95,,,,,,,,
2770,95,,,,,,,,
2771,95,,,,,,,,
2772,95,,,,,,,,
2773,95,,,,,,,,
2774,95,,,,,,,,
2775,95,,,,,,,,
2776,95,,,,,,,,
2777,95,,,,,,,,
2778,95,,,,,,,,
2779,95,,,,,,,,
2780,95,,,,,,,,
2781,95,,,,,,,,
2782,95,,,,,,,,
2783,95,,,,,,,,
2784,95,,,,,,,,
2785,95,,,,,,,,
2786,95,,,,,,,,
2787,95,,,,,,,,
2788,95,,,,,,,,
2789,95,,,,,,,,
2790,95,,,,,,,,
2791,95,,,,,,,,
2792,95,,,,,,,,
2793,95,,0.0007299829994735774,,,,,,
2794,95,0.0018042049996438436,,,,,,,
2795,95,,,,,,,,
2796,95,,,,,,,,
2797,95,,,,,,,,
2798,95,,,,,,,,
2799,95,,,,,,,,
2800,95,,,,,,,,
2801,95,,,,,,,,
2802,95,,,,,,,,
2803,95,,,,,,,,
2804,95,,,,,,,,
2805,95,,,,,,,,
2806,95,,,,,,,,
2807,95,,,,,,,,
2808,95,,,,,,,,
2809,95,,,,,,,,
2810,95,,,,,,,,
2811,95,,,,,,,,
2812,95,,,,,,,,
2813,95,,,,,,,,
2814,95,,,,,,,,
2815,95,,,,,,,,
2816,95,,,,,,,,
2817,95,,,,,,,,
2818,95,,,,,,,,
2819,100,,,0.24813895781637718,0.1,0.993125033378601,0.5332379817962647,0.993125033378601,0.5332379817962647
2820,100,,,,,,,,
2821,100,,,,,,,,
2822,100,,0.0006516789999295725,,,,,,
2823,100,0.0014852940003038384,,,,,,,
2824,100,,,,,,,,
2825,100,,,,,,,,
2826,100,,,,,,,,
2827,100,,,,,,,,
2828,100,,,,,,,,
2829,100,,,,,,,,
2830,100,,,,,,,,
2831,100,,,,,,,,
2832,100,,,,,,,,
2833,100,,,,,,,,
2834,100,,,,,,,,
2835,100,,,,,,,,
2836,100,,,,,,,,
2837,100,,,,,,,,
2838,100,,,,,,,,
2839,100,,,,,,,,
2840,100,,,,,,,,
2841,100,,,,,,,,
2842,100,,,,,,,,
2843,100,,,,,,,,
2844,100,,,,,,,,
2845,100,,,,,,,,
2846,100,,,,,,,,
2847,100,,,,,,,,
2848,100,,,,,,,,
2849,100,,,,,,,,
2850,100,,0.0007735149993095547,,,,,,
2851,100,0.0016009560004022205,,,,,,,
2852,100,,,,,,,,
2853,100,,,,,,,,
2854,100,,,,,,,,
2855,100,,,,,,,,
2856,100,,,,,,,,
2857,100,,,,,,,,
2858,100,,,,,,,,
2859,100,,,,,,,,
2860,100,,,,,,,,
2861,100,,,,,,,,
2862,100,,,,,,,,
2863,100,,,,,,,,
2864,100,,,,,,,,
2865,100,,,,,,,,
2866,100,,,,,,,,
2867,100,,,,,,,,
2868,100,,,,,,,,
2869,100,,,,,,,,
2870,100,,,,,,,,
2871,100,,,,,,,,
2872,100,,,,,,,,
2873,100,,,,,,,,
2874,100,,,,,,,,
2875,100,,,,,,,,
2876,100,,,,,,,,
2877,100,,,,,,,,
2878,100,,0.0007362220003415132,,,,,,
2879,100,0.0016547039995202795,,,,,,,
2880,100,,,,,,,,
2881,100,,,,,,,,
2882,100,,,,,,,,
2883,100,,,,,,,,
2884,100,,,,,,,,
2885,100,,,,,,,,
2886,100,,,,,,,,
2887,100,,,,,,,,
2888,100,,,,,,,,
2889,100,,,,,,,,
2890,100,,,,,,,,
2891,100,,,,,,,,
2892,100,,,,,,,,
2893,100,,,,,,,,
2894,100,,,,,,,,
2895,100,,,,,,,,
2896,100,,,,,,,,
2897,100,,,,,,,,
2898,100,,,,,,,,
2899,100,,,,,,,,
2900,100,,,,,,,,
2901,100,,,,,,,,
2902,100,,,,,,,,
2903,100,,,,,,,,
2904,100,,,,,,,,
2905,100,,,,,,,,
2906,100,,0.0007368890001089312,,,,,,
2907,100,0.0017294410008616978,,,,,,,
2908,100,,,,,,,,
2909,100,,,,,,,,
2910,100,,,,,,,,
2911,100,,,,,,,,
2912,100,,,,,,,,
2913,100,,,,,,,,
2914,100,,,,,,,,
2915,100,,,,,,,,
2916,100,,,,,,,,
2917,100,,,,,,,,
2918,100,,,,,,,,
2919,100,,,,,,,,
2920,100,,,,,,,,
2921,100,,,,,,,,
2922,100,,,,,,,,
2923,100,,,,,,,,
2924,100,,,,,,,,
2925,100,,,,,,,,
2926,100,,,,,,,,
2927,100,,,,,,,,
2928,100,,,,,,,,
2929,100,,,,,,,,
2930,100,,,,,,,,
2931,100,,,,,,,,
2932,100,,,,,,,,
2933,100,,,,,,,,
2934,100,,0.0006349040013446938,,,,,,
2935,100,0.001551081000798149,,,,,,,
2936,100,,,,,,,,
2937,100,,,,,,,,
2938,100,,,,,,,,
2939,100,,,,,,,,
2940,100,,,,,,,,
2941,100,,,,,,,,
2942,100,,,,,,,,
2943,100,,,,,,,,
2944,100,,,,,,,,
2945,100,,,,,,,,
2946,100,,,,,,,,
2947,100,,,,,,,,
2948,100,,,,,,,,
2949,100,,,,,,,,
2950,100,,,,,,,,
2951,100,,,,,,,,
2952,100,,,,,,,,
2953,100,,,,,,,,
2954,100,,,,,,,,
2955,100,,,,,,,,
2956,100,,,,,,,,
2957,100,,,,,,,,
2958,100,,,,,,,,
2959,100,,,,,,,,
2960,105,,,0.26054590570719605,0.3,1.2850000023841859,0.4960262894630432,1.2850000023841859,0.4960262894630432
2961,105,,,,,,,,
2962,105,,,,,,,,
2963,105,,0.0006709949993819464,,,,,,
2964,105,0.0015428040005645016,,,,,,,
2965,105,,,,,,,,
2966,105,,,,,,,,
2967,105,,,,,,,,
2968,105,,,,,,,,
2969,105,,,,,,,,
2970,105,,,,,,,,
2971,105,,,,,,,,
2972,105,,,,,,,,
2973,105,,,,,,,,
2974,105,,,,,,,,
2975,105,,,,,,,,
2976,105,,,,,,,,
2977,105,,,,,,,,
2978,105,,,,,,,,
2979,105,,,,,,,,
2980,105,,,,,,,,
2981,105,,,,,,,,
2982,105,,,,,,,,
2983,105,,,,,,,,
2984,105,,,,,,,,
2985,105,,,,,,,,
2986,105,,,,,,,,
2987,105,,,,,,,,
2988,105,,,,,,,,
2989,105,,,,,,,,
2990,105,,,,,,,,
2991,105,,0.0006438990003516665,,,,,,
2992,105,0.001502922001236584,,,,,,,
2993,105,,,,,,,,
2994,105,,,,,,,,
2995,105,,,,,,,,
2996,105,,,,,,,,
2997,105,,,,,,,,
2998,105,,,,,,,,
2999,105,,,,,,,,
3000,105,,,,,,,,
3001,105,,,,,,,,
3002,105,,,,,,,,
3003,105,,,,,,,,
3004,105,,,,,,,,
3005,105,,,,,,,,
3006,105,,,,,,,,
3007,105,,,,,,,,
3008,105,,,,,,,,
3009,105,,,,,,,,
3010,105,,,,,,,,
3011,105,,,,,,,,
3012,105,,,,,,,,
3013,105,,,,,,,,
3014,105,,,,,,,,
3015,105,,,,,,,,
3016,105,,,,,,,,
3017,105,,,,,,,,
3018,105,,,,,,,,
3019,105,,0.000697410001521348,,,,,,
3020,105,0.0015930940007820027,,,,,,,
3021,105,,,,,,,,
3022,105,,,,,,,,
3023,105,,,,,,,,
3024,105,,,,,,,,
3025,105,,,,,,,,
3026,105,,,,,,,,
3027,105,,,,,,,,
3028,105,,,,,,,,
3029,105,,,,,,,,
3030,105,,,,,,,,
3031,105,,,,,,,,
3032,105,,,,,,,,
3033,105,,,,,,,,
3034,105,,,,,,,,
3035,105,,,,,,,,
3036,105,,,,,,,,
3037,105,,,,,,,,
3038,105,,,,,,,,
3039,105,,,,,,,,
3040,105,,,,,,,,
3041,105,,,,,,,,
3042,105,,,,,,,,
3043,105,,,,,,,,
3044,105,,,,,,,,
3045,105,,,,,,,,
3046,105,,,,,,,,
3047,105,,0.0007032069988781586,,,,,,
3048,105,0.001650225000048522,,,,,,,
3049,105,,,,,,,,
3050,105,,,,,,,,
3051,105,,,,,,,,
3052,105,,,,,,,,
3053,105,,,,,,,,
3054,105,,,,,,,,
3055,105,,,,,,,,
3056,105,,,,,,,,
3057,105,,,,,,,,
3058,105,,,,,,,,
3059,105,,,,,,,,
3060,105,,,,,,,,
3061,105,,,,,,,,
3062,105,,,,,,,,
3063,105,,,,,,,,
3064,105,,,,,,,,
3065,105,,,,,,,,
3066,105,,,,,,,,
3067,105,,,,,,,,
3068,105,,,,,,,,
3069,105,,,,,,,,
3070,105,,,,,,,,
3071,105,,,,,,,,
3072,105,,,,,,,,
3073,105,,,,,,,,
3074,105,,,,,,,,
3075,105,,0.0007000580008025281,,,,,,
3076,105,0.0015108049992704764,,,,,,,
3077,105,,,,,,,,
3078,105,,,,,,,,
3079,105,,,,,,,,
3080,105,,,,,,,,
3081,105,,,,,,,,
3082,105,,,,,,,,
3083,105,,,,,,,,
3084,105,,,,,,,,
3085,105,,,,,,,,
3086,105,,,,,,,,
3087,105,,,,,,,,
3088,105,,,,,,,,
3089,105,,,,,,,,
3090,105,,,,,,,,
3091,105,,,,,,,,
3092,105,,,,,,,,
3093,105,,,,,,,,
3094,105,,,,,,,,
3095,105,,,,,,,,
3096,105,,,,,,,,
3097,105,,,,,,,,
3098,105,,,,,,,,
3099,105,,,,,,,,
3100,105,,,,,,,,
3101,110,,,0.2729528535980149,0.6,1.3493749976158143,0.3690119832754135,1.3493749976158143,0.3690119832754135
3102,110,,,,,,,,
3103,110,,,,,,,,
3104,110,,0.0007871150010032579,,,,,,
3105,110,0.0016997000002447749,,,,,,,
3106,110,,,,,,,,
3107,110,,,,,,,,
3108,110,,,,,,,,
3109,110,,,,,,,,
3110,110,,,,,,,,
3111,110,,,,,,,,
3112,110,,,,,,,,
3113,110,,,,,,,,
3114,110,,,,,,,,
3115,110,,,,,,,,
3116,110,,,,,,,,
3117,110,,,,,,,,
3118,110,,,,,,,,
3119,110,,,,,,,,
3120,110,,,,,,,,
3121,110,,,,,,,,
3122,110,,,,,,,,
3123,110,,,,,,,,
3124,110,,,,,,,,
3125,110,,,,,,,,
3126,110,,,,,,,,
3127,110,,,,,,,,
3128,110,,,,,,,,
3129,110,,,,,,,,
3130,110,,,,,,,,
3131,110,,,,,,,,
3132,110,,0.0006960650007385993,,,,,,
3133,110,0.0015684859990869882,,,,,,,
3134,110,,,,,,,,
3135,110,,,,,,,,
3136,110,,,,,,,,
3137,110,,,,,,,,
3138,110,,,,,,,,
3139,110,,,,,,,,
3140,110,,,,,,,,
3141,110,,,,,,,,
3142,110,,,,,,,,
3143,110,,,,,,,,
3144,110,,,,,,,,
3145,110,,,,,,,,
3146,110,,,,,,,,
3147,110,,,,,,,,
3148,110,,,,,,,,
3149,110,,,,,,,,
3150,110,,,,,,,,
3151,110,,,,,,,,
3152,110,,,,,,,,
3153,110,,,,,,,,
3154,110,,,,,,,,
3155,110,,,,,,,,
3156,110,,,,,,,,
3157,110,,,,,,,,
3158,110,,,,,,,,
3159,110,,,,,,,,
3160,110,,0.000649734000035096,,,,,,
3161,110,0.0015805550010554725,,,,,,,
3162,110,,,,,,,,
3163,110,,,,,,,,
3164,110,,,,,,,,
3165,110,,,,,,,,
3166,110,,,,,,,,
3167,110,,,,,,,,
3168,110,,,,,,,,
3169,110,,,,,,,,
3170,110,,,,,,,,
3171,110,,,,,,,,
3172,110,,,,,,,,
3173,110,,,,,,,,
3174,110,,,,,,,,
3175,110,,,,,,,,
3176,110,,,,,,,,
3177,110,,,,,,,,
3178,110,,,,,,,,
3179,110,,,,,,,,
3180,110,,,,,,,,
3181,110,,,,,,,,
3182,110,,,,,,,,
3183,110,,,,,,,,
3184,110,,,,,,,,
3185,110,,,,,,,,
3186,110,,,,,,,,
3187,110,,,,,,,,
3188,110,,0.0007245309989230009,,,,,,
3189,110,0.0015871499999775551,,,,,,,
3190,110,,,,,,,,
3191,110,,,,,,,,
3192,110,,,,,,,,
3193,110,,,,,,,,
3194,110,,,,,,,,
3195,110,,,,,,,,
3196,110,,,,,,,,
3197,110,,,,,,,,
3198,110,,,,,,,,
3199,110,,,,,,,,
3200,110,,,,,,,,
3201,110,,,,,,,,
3202,110,,,,,,,,
3203,110,,,,,,,,
3204,110,,,,,,,,
3205,110,,,,,,,,
3206,110,,,,,,,,
3207,110,,,,,,,,
3208,110,,,,,,,,
3209,110,,,,,,,,
3210,110,,,,,,,,
3211,110,,,,,,,,
3212,110,,,,,,,,
3213,110,,,,,,,,
3214,110,,,,,,,,
3215,110,,,,,,,,
3216,110,,0.0006623199988098349,,,,,,
3217,110,0.001513544999397709,,,,,,,
3218,110,,,,,,,,
3219,110,,,,,,,,
3220,110,,,,,,,,
3221,110,,,,,,,,
3222,110,,,,,,,,
3223,110,,,,,,,,
3224,110,,,,,,,,
3225,110,,,,,,,,
3226,110,,,,,,,,
3227,110,,,,,,,,
3228,110,,,,,,,,
3229,110,,,,,,,,
3230,110,,,,,,,,
3231,110,,,,,,,,
3232,110,,,,,,,,
3233,110,,,,,,,,
3234,110,,,,,,,,
3235,110,,,,,,,,
3236,110,,,,,,,,
3237,110,,,,,,,,
3238,110,,,,,,,,
3239,110,,,,,,,,
3240,110,,,,,,,,
3241,110,,,,,,,,
3242,115,,,0.2853598014888337,0.5,1.3175000309944154,0.4031460821628571,1.3175000309944154,0.4031460821628571
3243,115,,,,,,,,
3244,115,,,,,,,,
3245,115,,0.0006444260015996406,,,,,,
3246,115,0.0016432840002380544,,,,,,,
3247,115,,,,,,,,
3248,115,,,,,,,,
3249,115,,,,,,,,
3250,115,,,,,,,,
3251,115,,,,,,,,
3252,115,,,,,,,,
3253,115,,,,,,,,
3254,115,,,,,,,,
3255,115,,,,,,,,
3256,115,,,,,,,,
3257,115,,,,,,,,
3258,115,,,,,,,,
3259,115,,,,,,,,
3260,115,,,,,,,,
3261,115,,,,,,,,
3262,115,,,,,,,,
3263,115,,,,,,,,
3264,115,,,,,,,,
3265,115,,,,,,,,
3266,115,,,,,,,,
3267,115,,,,,,,,
3268,115,,,,,,,,
3269,115,,,,,,,,
3270,115,,,,,,,,
3271,115,,,,,,,,
3272,115,,,,,,,,
3273,115,,0.0006696390009892639,,,,,,
3274,115,0.001499853000495932,,,,,,,
3275,115,,,,,,,,
3276,115,,,,,,,,
3277,115,,,,,,,,
3278,115,,,,,,,,
3279,115,,,,,,,,
3280,115,,,,,,,,
3281,115,,,,,,,,
3282,115,,,,,,,,
3283,115,,,,,,,,
3284,115,,,,,,,,
3285,115,,,,,,,,
3286,115,,,,,,,,
3287,115,,,,,,,,
3288,115,,,,,,,,
3289,115,,,,,,,,
3290,115,,,,,,,,
3291,115,,,,,,,,
3292,115,,,,,,,,
3293,115,,,,,,,,
3294,115,,,,,,,,
3295,115,,,,,,,,
3296,115,,,,,,,,
3297,115,,,,,,,,
3298,115,,,,,,,,
3299,115,,,,,,,,
3300,115,,,,,,,,
3301,115,,0.0008297510012198472,,,,,,
3302,115,0.0019387760003155563,,,,,,,
3303,115,,,,,,,,
3304,115,,,,,,,,
3305,115,,,,,,,,
3306,115,,,,,,,,
3307,115,,,,,,,,
3308,115,,,,,,,,
3309,115,,,,,,,,
3310,115,,,,,,,,
3311,115,,,,,,,,
3312,115,,,,,,,,
3313,115,,,,,,,,
3314,115,,,,,,,,
3315,115,,,,,,,,
3316,115,,,,,,,,
3317,115,,,,,,,,
3318,115,,,,,,,,
3319,115,,,,,,,,
3320,115,,,,,,,,
3321,115,,,,,,,,
3322,115,,,,,,,,
3323,115,,,,,,,,
3324,115,,,,,,,,
3325,115,,,,,,,,
3326,115,,,,,,,,
3327,115,,,,,,,,
3328,115,,,,,,,,
3329,115,,0.0006618530005653156,,,,,,
3330,115,0.0015942810005071806,,,,,,,
3331,115,,,,,,,,
3332,115,,,,,,,,
3333,115,,,,,,,,
3334,115,,,,,,,,
3335,115,,,,,,,,
3336,115,,,,,,,,
3337,115,,,,,,,,
3338,115,,,,,,,,
3339,115,,,,,,,,
3340,115,,,,,,,,
3341,115,,,,,,,,
3342,115,,,,,,,,
3343,115,,,,,,,,
3344,115,,,,,,,,
3345,115,,,,,,,,
3346,115,,,,,,,,
3347,115,,,,,,,,
3348,115,,,,,,,,
3349,115,,,,,,,,
3350,115,,,,,,,,
3351,115,,,,,,,,
3352,115,,,,,,,,
3353,115,,,,,,,,
3354,115,,,,,,,,
3355,115,,,,,,,,
3356,115,,,,,,,,
3357,115,,0.0006671869996353053,,,,,,
3358,115,0.0015088290001585847,,,,,,,
3359,115,,,,,,,,
3360,115,,,,,,,,
3361,115,,,,,,,,
3362,115,,,,,,,,
3363,115,,,,,,,,
3364,115,,,,,,,,
3365,115,,,,,,,,
3366,115,,,,,,,,
3367,115,,,,,,,,
3368,115,,,,,,,,
3369,115,,,,,,,,
3370,115,,,,,,,,
3371,115,,,,,,,,
3372,115,,,,,,,,
3373,115,,,,,,,,
3374,115,,,,,,,,
3375,115,,,,,,,,
3376,115,,,,,,,,
3377,115,,,,,,,,
3378,115,,,,,,,,
3379,115,,,,,,,,
3380,115,,,,,,,,
3381,115,,,,,,,,
3382,115,,,,,,,,
3383,120,,,0.2977667493796526,0.8,1.5206250429153443,0.15803192257881166,1.5206250429153443,0.15803192257881166
3384,120,,,,,,,,
3385,120,,,,,,,,
3386,120,,0.0006401650007319404,,,,,,
3387,120,0.0015942249992804136,,,,,,,
3388,120,,,,,,,,
3389,120,,,,,,,,
3390,120,,,,,,,,
3391,120,,,,,,,,
3392,120,,,,,,,,
3393,120,,,,,,,,
3394,120,,,,,,,,
3395,120,,,,,,,,
3396,120,,,,,,,,
3397,120,,,,,,,,
3398,120,,,,,,,,
3399,120,,,,,,,,
3400,120,,,,,,,,
3401,120,,,,,,,,
3402,120,,,,,,,,
3403,120,,,,,,,,
3404,120,,,,,,,,
3405,120,,,,,,,,
3406,120,,,,,,,,
3407,120,,,,,,,,
3408,120,,,,,,,,
3409,120,,,,,,,,
3410,120,,,,,,,,
3411,120,,,,,,,,
3412,120,,,,,,,,
3413,120,,,,,,,,
3414,120,,0.0006545810010720743,,,,,,
3415,120,0.0015672059998905752,,,,,,,
3416,120,,,,,,,,
3417,120,,,,,,,,
3418,120,,,,,,,,
3419,120,,,,,,,,
3420,120,,,,,,,,
3421,120,,,,,,,,
3422,120,,,,,,,,
3423,120,,,,,,,,
3424,120,,,,,,,,
3425,120,,,,,,,,
3426,120,,,,,,,,
3427,120,,,,,,,,
3428,120,,,,,,,,
3429,120,,,,,,,,
3430,120,,,,,,,,
3431,120,,,,,,,,
3432,120,,,,,,,,
3433,120,,,,,,,,
3434,120,,,,,,,,
3435,120,,,,,,,,
3436,120,,,,,,,,
3437,120,,,,,,,,
3438,120,,,,,,,,
3439,120,,,,,,,,
3440,120,,,,,,,,
3441,120,,,,,,,,
3442,120,,0.0006646380006714026,,,,,,
3443,120,0.0016028330010158243,,,,,,,
3444,120,,,,,,,,
3445,120,,,,,,,,
3446,120,,,,,,,,
3447,120,,,,,,,,
